NIM;ANGKATAN;SEMESTER;KODE_MK;NAMA_MK;SKS;NILAI;GRADE
14110310030;2014;1511;UM163;Kewarganegaraan;2;76;B+
14110310030;2014;1521;EM604;Technopreneurship;2;74;B
14110310030;2014;1521;IS201;Proses Bisnis Korporat;3;59;C
14110310030;2014;1521;IS403;Enterprise Resource Planning;3;79;B+
14110310030;2014;1521;IS431;Pemrograman Visual;3;64;C+
14110310030;2014;1521;IS432;Pengantar E-Business;3;85;A
14110310030;2014;1521;IS442;Database Perusahaan;3;81;A-
14110310030;2014;1611;EA410;Sistem Informasi Akuntansi Berbasis ICT 1;3;56;C
14110310030;2014;1611;IF635;Pemrograman Web;3;55;C
14110310030;2014;1611;IS321;Analisis & Perancangan SI;3;70;B
14110310030;2014;1611;IS513;E-Business;2;85;A
14110310030;2014;1611;IS543;Sistem Pendukung Keputusan;3;84;A-
14110310030;2014;1611;IS580;Sistem & Aplikasi Perusahaan 1;3;86;A
14110310030;2014;1621;IS422;Analisis & Perancangan SI Lanjutan;3;75;B+
14110310030;2014;1621;IS623;Proyek Sistem Informasi;4;89;A
14110310030;2014;1621;IS624;Topik Lanjut Sistem Informasi 1;3;92;A
14110310030;2014;1621;IS652;Seminar Sistem Informasi;3;86;A
14110310030;2014;1621;IS660;Metode Riset Sistem Informasi;3;74;B
14110310030;2014;1621;IS681;Sistem & Aplikasi Perusahaan 2;3;65;B-
14110310030;2014;1621;UM321;Bahasa Inggris 3;2;73;B
14110310030;2014;1622;IF140;Logika Pemrograman;3;54;D
14110310030;2014;1711;IS342;Analisis Data;3;70;B
14110310030;2014;1711;IS534;Pemrograman Aplikasi Mobile;3;57;C
14110310030;2014;1711;IS725;Testing dan Implementasi SI;3;93;A
14110310030;2014;1711;IS726;Inovasi Teknologi Informasi;3;79;B+
14110310030;2014;1711;IS727;Topik Lanjut Sistem Informasi 2;3;80;A-
14110310030;2014;1711;IS782;Sistem & Aplikasi Perusahaan 3;3;76;B+
14110310030;2014;1711;UM122;Bahasa Inggris 1;2;58;C
14110310030;2014;1721;EA100;Pengantar Akuntansi 1;3;68;B-
14110310030;2014;1721;IS670;Audit Sistem Informasi;3;70;B
14110310030;2014;1721;IS761;Skripsi 1;3;69;B-
14110310030;2014;1811;IS853;Magang Kerja;4;99;A
14110310030;2014;1811;IS862;Skripsi 2;3;73;B
14110310031;2014;1411;EM190;Pengantar Manajemen & Bisnis;3;91;A
14110310031;2014;1411;EM372;Pengantar Ekonomi;2;70;B
14110310031;2014;1411;IF110;Pengantar Teknologi Multimedia;3;70;B
14110310031;2014;1411;IF140;Logika Pemrograman;3;91;A
14110310031;2014;1411;IS100;Sistem Informasi Dalam Manajemen;3;93;A
14110310031;2014;1411;IS110;Matematika Bisnis;3;65;B-
14110310031;2014;1411;UM122;Bahasa Inggris 1;2;82;A-
14110310031;2014;1411;UM152;Agama;2;81;A-
14110310031;2014;1411;UM162;Pancasila;2;73;B
14110310031;2014;1421;IK402;Komunikasi Interpersonal;2;98;A
14110310031;2014;1421;IS201;Proses Bisnis Korporat;3;81;A-
14110310031;2014;1421;IS220;Interaksi Manusia dan Komputer;3;83;A-
14110310031;2014;1421;IS230;Algoritma dan Pemrograman;3;80;A-
14110310031;2014;1421;IS240;Probabilitas dan Statistik;3;74;B
14110310031;2014;1421;IS250;Etika Bisnis dan Hukum;2;84;A-
14110310031;2014;1421;IS251;Perilaku Organisasi;2;92;A
14110310031;2014;1421;UM142;Bahasa Indonesia;2;85;A
14110310031;2014;1421;UM223;Bahasa Inggris 2;2;77;B+
14110310031;2014;1511;CE441;Jaringan Komputer;3;61;C+
14110310031;2014;1511;EA100;Pengantar Akuntansi 1;3;70;B
14110310031;2014;1511;IS302;Konsep Sistem Operasi;3;72;B
14110310031;2014;1511;IS321;Analisis & Perancangan SI;3;87;A
14110310031;2014;1511;IS341;Sistem Basis Data;3;80;A-
14110310031;2014;1511;IS512;Manajemen Proyek SI;3;71;B
14110310031;2014;1511;UM163;Kewarganegaraan;2;84;A-
14110310031;2014;1521;EA201;Pengantar Akuntansi 2;3;73;B
14110310031;2014;1521;EM604;Technopreneurship;2;81;A-
14110310031;2014;1521;IS403;Enterprise Resource Planning;3;100;A
14110310031;2014;1521;IS422;Analisis & Perancangan SI Lanjutan;3;91;A
14110310031;2014;1521;IS431;Pemrograman Visual;3;76;B+
14110310031;2014;1521;IS432;Pengantar E-Business;3;91;A
14110310031;2014;1521;IS442;Database Perusahaan;3;95;A
14110310031;2014;1611;EA410;Sistem Informasi Akuntansi Berbasis ICT 1;3;98;A
14110310031;2014;1611;IF635;Pemrograman Web;3;81;A-
14110310031;2014;1611;IS513;E-Business;2;93;A
14110310031;2014;1611;IS534;Pemrograman Aplikasi Mobile;3;77;B+
14110310031;2014;1611;IS543;Sistem Pendukung Keputusan;3;84;A-
14110310031;2014;1611;IS544;Database Lanjutan;3;80;A-
14110310031;2014;1611;IS727;Topik Lanjut Sistem Informasi 2;3;99;A
14110310031;2014;1621;IS623;Proyek Sistem Informasi;4;92;A
14110310031;2014;1621;IS624;Topik Lanjut Sistem Informasi 1;3;99;A
14110310031;2014;1621;IS645;Administrasi Database 1;3;99;A
14110310031;2014;1621;IS652;Seminar Sistem Informasi;3;99;A
14110310031;2014;1621;IS660;Metode Riset Sistem Informasi;3;85;A
14110310031;2014;1621;IS670;Audit Sistem Informasi;3;98;A
14110310031;2014;1621;UM321;Bahasa Inggris 3;2;75;B+
14110310031;2014;1711;IS725;Testing dan Implementasi SI;3;92;A
14110310031;2014;1711;IS726;Inovasi Teknologi Informasi;3;89;A
14110310031;2014;1711;IS747;Administrasi Database 2;3;96;A
14110310031;2014;1711;IS761;Skripsi 1;3;85;A
14110310031;2014;1711;IS853;Magang Kerja;4;100;A
14110310031;2014;1721;IS862;Skripsi 2;3;85;A
14110310032;2014;1411;EM190;Pengantar Manajemen & Bisnis;3;68;B-
14110310032;2014;1411;IF110;Pengantar Teknologi Multimedia;3;64;C+
14110310032;2014;1411;IS100;Sistem Informasi Dalam Manajemen;3;88;A
14110310032;2014;1411;IS110;Matematika Bisnis;3;57;C
14110310032;2014;1411;UM152;Agama;2;76;B+
14110310032;2014;1411;UM162;Pancasila;2;75;B+
14110310032;2014;1421;IK402;Komunikasi Interpersonal;2;78;B+
14110310032;2014;1421;IS201;Proses Bisnis Korporat;3;60;C+
14110310032;2014;1421;IS220;Interaksi Manusia dan Komputer;3;90;A
14110310032;2014;1421;IS230;Algoritma dan Pemrograman;3;69;B-
14110310032;2014;1421;IS240;Probabilitas dan Statistik;3;62;C+
14110310032;2014;1421;IS250;Etika Bisnis dan Hukum;2;86;A
14110310032;2014;1421;IS251;Perilaku Organisasi;2;83;A-
14110310032;2014;1421;UM142;Bahasa Indonesia;2;77;B+
14110310032;2014;1421;UM223;Bahasa Inggris 2;2;57;C
14110310032;2014;1511;CE441;Jaringan Komputer;3;59;C
14110310032;2014;1511;EA100;Pengantar Akuntansi 1;3;63;C+
14110310032;2014;1511;IS321;Analisis & Perancangan SI;3;74;B
14110310032;2014;1511;IS341;Sistem Basis Data;3;63;C+
14110310032;2014;1511;IS512;Manajemen Proyek SI;3;69;B-
14110310032;2014;1511;UM163;Kewarganegaraan;2;81;A-
14110310032;2014;1521;EM604;Technopreneurship;2;75;B+
14110310032;2014;1521;IS403;Enterprise Resource Planning;3;85;A
14110310032;2014;1521;IS422;Analisis & Perancangan SI Lanjutan;3;98;A
14110310032;2014;1521;IS431;Pemrograman Visual;3;58;C
14110310032;2014;1521;IS432;Pengantar E-Business;3;93;A
14110310032;2014;1521;IS442;Database Perusahaan;3;74;B
14110310032;2014;1611;EA410;Sistem Informasi Akuntansi Berbasis ICT 1;3;67;B-
14110310032;2014;1611;IS513;E-Business;2;66;B-
14110310032;2014;1611;IS543;Sistem Pendukung Keputusan;3;81;A-
14110310032;2014;1611;IS571;Audit Sistem Informasi 1;3;83;A-
14110310032;2014;1611;IS727;Topik Lanjut Sistem Informasi 2;3;79;B+
14110310032;2014;1621;IS623;Proyek Sistem Informasi;4;82;A-
14110310032;2014;1621;IS624;Topik Lanjut Sistem Informasi 1;3;91;A
14110310032;2014;1621;IS652;Seminar Sistem Informasi;3;86;A
14110310032;2014;1621;IS660;Metode Riset Sistem Informasi;3;96;A
14110310032;2014;1621;IS670;Audit Sistem Informasi;3;77;B+
14110310032;2014;1621;IS672;Tata Kelola Teknologi Informasi 2;3;73;B
14110310032;2014;1621;UM321;Bahasa Inggris 3;2;57;C
14110310032;2014;1622;IS302;Konsep Sistem Operasi;3;57;C
14110310032;2014;1711;IF140;Logika Pemrograman;3;51;D
14110310032;2014;1711;IS342;Analisis Data;3;71;B
14110310032;2014;1711;IS534;Pemrograman Aplikasi Mobile;3;55;C
14110310032;2014;1711;IS725;Testing dan Implementasi SI;3;94;A
14110310032;2014;1711;IS773;Tata Kelola Teknologi Informasi 3;3;80;A-
14110310032;2014;1711;UM122;Bahasa Inggris 1;2;55;C
14110310032;2014;1721;IF635;Pemrograman Web;3;62;C+
14110310032;2014;1721;IS228;Manajemen Rantai Suplai;3;60;C+
14110310032;2014;1811;IS726;Inovasi Teknologi Informasi;3;78;B+
14110310032;2014;1811;IS853;Magang Kerja;4;82;A-
14110310032;2014;1811;SI863;Tugas Akhir;6;76;B+
14110310033;2014;1411;EM190;Pengantar Manajemen & Bisnis;3;56;C
14110310033;2014;1411;EM372;Pengantar Ekonomi;2;63;C+
14110310033;2014;1411;IF110;Pengantar Teknologi Multimedia;3;62;C+
14110310033;2014;1411;IS100;Sistem Informasi Dalam Manajemen;3;80;A-
14110310033;2014;1411;IS110;Matematika Bisnis;3;55;C
14110310033;2014;1411;UM152;Agama;2;65;B-
14110310033;2014;1411;UM162;Pancasila;2;71;B
14110310033;2014;1421;IK402;Komunikasi Interpersonal;2;70;B
14110310033;2014;1421;IS201;Proses Bisnis Korporat;3;74;B
14110310033;2014;1421;IS220;Interaksi Manusia dan Komputer;3;81;A-
14110310033;2014;1421;IS230;Algoritma dan Pemrograman;3;66;B-
14110310033;2014;1421;IS240;Probabilitas dan Statistik;3;65;B-
14110310033;2014;1421;IS250;Etika Bisnis dan Hukum;2;79;B+
14110310033;2014;1421;IS251;Perilaku Organisasi;2;80;A-
14110310033;2014;1421;UM142;Bahasa Indonesia;2;76;B+
14110310033;2014;1421;UM223;Bahasa Inggris 2;2;63;C+
14110310033;2014;1511;EA100;Pengantar Akuntansi 1;3;56;C
14110310033;2014;1511;IF140;Logika Pemrograman;3;69;B-
14110310033;2014;1511;IS302;Konsep Sistem Operasi;3;57;C
14110310033;2014;1511;IS321;Analisis & Perancangan SI;3;90;A
14110310033;2014;1511;IS341;Sistem Basis Data;3;70;B
14110310033;2014;1521;EA201;Pengantar Akuntansi 2;3;46;D
14110310033;2014;1521;EM604;Technopreneurship;2;76;B+
14110310033;2014;1521;IS403;Enterprise Resource Planning;3;84;A-
14110310033;2014;1521;IS422;Analisis & Perancangan SI Lanjutan;3;97;A
14110310033;2014;1521;IS431;Pemrograman Visual;3;78;B+
14110310033;2014;1521;IS432;Pengantar E-Business;3;93;A
14110310033;2014;1521;IS442;Database Perusahaan;3;82;A-
14110310033;2014;1611;EA410;Sistem Informasi Akuntansi Berbasis ICT 1;3;71;B
14110310033;2014;1611;IF635;Pemrograman Web;3;70;B
14110310033;2014;1611;IS513;E-Business;2;98;A
14110310033;2014;1611;IS534;Pemrograman Aplikasi Mobile;3;71;B
14110310033;2014;1611;IS543;Sistem Pendukung Keputusan;3;83;A-
14110310033;2014;1611;IS544;Database Lanjutan;3;75;B+
14110310033;2014;1621;IS623;Proyek Sistem Informasi;4;99;A
14110310033;2014;1621;IS624;Topik Lanjut Sistem Informasi 1;3;87;A
14110310033;2014;1621;IS645;Administrasi Database 1;3;94;A
14110310033;2014;1621;IS652;Seminar Sistem Informasi;3;93;A
14110310033;2014;1621;IS660;Metode Riset Sistem Informasi;3;97;A
14110310033;2014;1621;IS670;Audit Sistem Informasi;3;76;B+
14110310033;2014;1621;IS726;Inovasi Teknologi Informasi;3;81;A-
14110310033;2014;1711;CE441;Jaringan Komputer;3;62;C+
14110310033;2014;1711;IS512;Manajemen Proyek SI;3;65;B-
14110310033;2014;1711;IS725;Testing dan Implementasi SI;3;86;A
14110310033;2014;1711;IS727;Topik Lanjut Sistem Informasi 2;3;81;A-
14110310033;2014;1711;IS747;Administrasi Database 2;3;97;A
14110310033;2014;1711;UM122;Bahasa Inggris 1;2;70;B
14110310033;2014;1711;UM163;Kewarganegaraan;2;67;B-
14110310033;2014;1711;UM321;Bahasa Inggris 3;2;66;B-
14110310033;2014;1721;IS761;Skripsi 1;3;96;A
14110310033;2014;1721;IS853;Magang Kerja;4;92;A
14110310033;2014;1811;IS862;Skripsi 2;3;84;A-
14110310034;2014;1411;EM190;Pengantar Manajemen & Bisnis;3;63;C+
14110310034;2014;1411;IF110;Pengantar Teknologi Multimedia;3;67;B-
14110310034;2014;1411;IS100;Sistem Informasi Dalam Manajemen;3;100;A
14110310034;2014;1411;IS110;Matematika Bisnis;3;49;D
14110310034;2014;1411;UM152;Agama;2;62;C+
14110310034;2014;1411;UM162;Pancasila;2;67;B-
14110310034;2014;1421;IK402;Komunikasi Interpersonal;2;63;C+
14110310034;2014;1421;IS201;Proses Bisnis Korporat;3;55;C
14110310034;2014;1421;IS220;Interaksi Manusia dan Komputer;3;92;A
14110310034;2014;1421;IS230;Algoritma dan Pemrograman;3;66;B-
14110310034;2014;1421;IS240;Probabilitas dan Statistik;3;61;C+
14110310034;2014;1421;IS250;Etika Bisnis dan Hukum;2;71;B
14110310034;2014;1421;IS251;Perilaku Organisasi;2;78;B+
14110310034;2014;1421;UM142;Bahasa Indonesia;2;75;B+
14110310034;2014;1421;UM223;Bahasa Inggris 2;2;58;C
14110310034;2014;1511;CE441;Jaringan Komputer;3;62;C+
14110310034;2014;1511;EA100;Pengantar Akuntansi 1;3;55;C
14110310034;2014;1511;IS321;Analisis & Perancangan SI;3;84;A-
14110310034;2014;1511;IS341;Sistem Basis Data;3;75;B+
14110310034;2014;1511;UM163;Kewarganegaraan;2;76;B+
14110310034;2014;1521;EA201;Pengantar Akuntansi 2;3;57;C
14110310034;2014;1521;EM604;Technopreneurship;2;72;B
14110310034;2014;1521;IS403;Enterprise Resource Planning;3;71;B
14110310034;2014;1521;IS422;Analisis & Perancangan SI Lanjutan;3;96;A
14110310034;2014;1521;IS431;Pemrograman Visual;3;58;C
14110310034;2014;1521;IS432;Pengantar E-Business;3;88;A
14110310034;2014;1521;IS442;Database Perusahaan;3;75;B+
14110310034;2014;1611;IF635;Pemrograman Web;3;63;C+
14110310034;2014;1611;IS513;E-Business;2;81;A-
14110310034;2014;1611;IS543;Sistem Pendukung Keputusan;3;80;A-
14110310034;2014;1611;IS571;Audit Sistem Informasi 1;3;75;B+
14110310034;2014;1611;IS727;Topik Lanjut Sistem Informasi 2;3;70;B
14110310034;2014;1621;IS623;Proyek Sistem Informasi;4;97;A
14110310034;2014;1621;IS624;Topik Lanjut Sistem Informasi 1;3;96;A
14110310034;2014;1621;IS652;Seminar Sistem Informasi;3;91;A
14110310034;2014;1621;IS660;Metode Riset Sistem Informasi;3;82;A-
14110310034;2014;1621;IS670;Audit Sistem Informasi;3;69;B-
14110310034;2014;1621;IS672;Tata Kelola Teknologi Informasi 2;3;65;B-
14110310034;2014;1621;UM122;Bahasa Inggris 1;2;60;C+
14110310034;2014;1621;UM321;Bahasa Inggris 3;2;63;C+
14110310034;2014;1711;EA410;Sistem Informasi Akuntansi Berbasis ICT 1;3;71;B
14110310034;2014;1711;IF140;Logika Pemrograman;3;56;C
14110310034;2014;1711;IS302;Konsep Sistem Operasi;3;71;B
14110310034;2014;1711;IS725;Testing dan Implementasi SI;3;100;A
14110310034;2014;1711;IS726;Inovasi Teknologi Informasi;3;85;A
14110310034;2014;1711;IS773;Tata Kelola Teknologi Informasi 3;3;82;A-
14110310034;2014;1721;IS228;Manajemen Rantai Suplai;3;80;A-
14110310034;2014;1721;IS761;Skripsi 1;3;83;A-
14110310034;2014;1721;IS853;Magang Kerja;4;98;A
14110310034;2014;1811;IS512;Manajemen Proyek SI;3;66;B-
14110310034;2014;1811;IS534;Pemrograman Aplikasi Mobile;3;75;B+
14110310034;2014;1811;IS862;Skripsi 2;3;75;B+
14110310035;2014;1411;IF110;Pengantar Teknologi Multimedia;3;63;C+
14110310035;2014;1411;IS100;Sistem Informasi Dalam Manajemen;3;78;B+
14110310035;2014;1411;IS110;Matematika Bisnis;3;51;D
14110310035;2014;1411;UM122;Bahasa Inggris 1;2;55;C
14110310035;2014;1411;UM152;Agama;2;59;C
14110310035;2014;1411;UM162;Pancasila;2;66;B-
14110310035;2014;1421;IK402;Komunikasi Interpersonal;2;58;C
14110310035;2014;1421;IS220;Interaksi Manusia dan Komputer;3;83;A-
14110310035;2014;1421;IS230;Algoritma dan Pemrograman;3;69;B-
14110310035;2014;1421;IS240;Probabilitas dan Statistik;3;61;C+
14110310035;2014;1421;IS250;Etika Bisnis dan Hukum;2;68;B-
14110310035;2014;1421;IS251;Perilaku Organisasi;2;69;B-
14110310035;2014;1421;UM142;Bahasa Indonesia;2;76;B+
14110310035;2014;1511;IF140;Logika Pemrograman;3;63;C+
14110310035;2014;1511;IS321;Analisis & Perancangan SI;3;58;C
14110310035;2014;1511;IS341;Sistem Basis Data;3;60;C+
14110310035;2014;1511;UM163;Kewarganegaraan;2;71;B
14110310035;2014;1521;EM604;Technopreneurship;2;71;B
14110310035;2014;1521;IS403;Enterprise Resource Planning;3;69;B-
14110310035;2014;1521;IS422;Analisis & Perancangan SI Lanjutan;3;78;B+
14110310035;2014;1521;IS432;Pengantar E-Business;3;100;A
14110310035;2014;1521;IS442;Database Perusahaan;3;70;B
14110310035;2014;1611;IF635;Pemrograman Web;3;57;C
14110310035;2014;1611;IS201;Proses Bisnis Korporat;3;62;C+
14110310035;2014;1611;IS513;E-Business;2;76;B+
14110310035;2014;1611;IS543;Sistem Pendukung Keputusan;3;82;A-
14110310035;2014;1611;IS571;Audit Sistem Informasi 1;3;55;C
14110310035;2014;1621;IS623;Proyek Sistem Informasi;4;83;A-
14110310035;2014;1621;IS624;Topik Lanjut Sistem Informasi 1;3;99;A
14110310035;2014;1621;IS652;Seminar Sistem Informasi;3;90;A
14110310035;2014;1621;IS660;Metode Riset Sistem Informasi;3;82;A-
14110310035;2014;1621;IS670;Audit Sistem Informasi;3;57;C
14110310035;2014;1621;IS672;Tata Kelola Teknologi Informasi 2;3;58;C
14110310035;2014;1621;UM321;Bahasa Inggris 3;2;62;C+
14110310035;2014;1711;EA410;Sistem Informasi Akuntansi Berbasis ICT 1;3;63;C+
14110310035;2014;1711;IS725;Testing dan Implementasi SI;3;88;A
14110310035;2014;1711;IS727;Topik Lanjut Sistem Informasi 2;3;84;A-
14110310035;2014;1711;IS773;Tata Kelola Teknologi Informasi 3;3;69;B-
14110310035;2014;1721;CE441;Jaringan Komputer;3;55;C
14110310035;2014;1721;IS228;Manajemen Rantai Suplai;3;59;C
14110310035;2014;1721;IS431;Pemrograman Visual;3;60;C+
14110310035;2014;1721;UM223;Bahasa Inggris 2;2;64;C+
14110310035;2014;1811;IS388;Data Analysis;4;62;C+
14110310035;2014;1811;IS512;Manajemen Proyek SI;3;47;D
14110310035;2014;1811;IS534;Pemrograman Aplikasi Mobile;3;63;C+
14110310035;2014;1811;IS726;Inovasi Teknologi Informasi;3;77;B+
14110310035;2014;1821;EA100;Pengantar Akuntansi 1;3;24;E
14110310035;2014;1822;IS355;Konsep Sistem Operasi;3;60;C+
14110310036;2014;1411;EM190;Pengantar Manajemen & Bisnis;3;70;B
14110310036;2014;1411;EM372;Pengantar Ekonomi;2;66;B-
14110310036;2014;1411;IF110;Pengantar Teknologi Multimedia;3;71;B
14110310036;2014;1411;IF140;Logika Pemrograman;3;72;B
14110310036;2014;1411;IS100;Sistem Informasi Dalam Manajemen;3;86;A
14110310036;2014;1411;IS110;Matematika Bisnis;3;62;C+
14110310036;2014;1411;UM122;Bahasa Inggris 1;2;74;B
14110310036;2014;1411;UM162;Pancasila;2;72;B
14110310036;2014;1421;IK402;Komunikasi Interpersonal;2;88;A
14110310036;2014;1421;IS201;Proses Bisnis Korporat;3;61;C+
14110310036;2014;1421;IS220;Interaksi Manusia dan Komputer;3;99;A
14110310036;2014;1421;IS230;Algoritma dan Pemrograman;3;84;A-
14110310036;2014;1421;IS240;Probabilitas dan Statistik;3;70;B
14110310036;2014;1421;IS250;Etika Bisnis dan Hukum;2;70;B
14110310036;2014;1421;IS251;Perilaku Organisasi;2;83;A-
14110310036;2014;1421;UM142;Bahasa Indonesia;2;82;A-
14110310036;2014;1421;UM223;Bahasa Inggris 2;2;75;B+
14110310036;2014;1511;CE441;Jaringan Komputer;3;49;D
14110310036;2014;1511;EA100;Pengantar Akuntansi 1;3;67;B-
14110310036;2014;1511;IS302;Konsep Sistem Operasi;3;60;C+
14110310036;2014;1511;IS321;Analisis & Perancangan SI;3;81;A-
14110310036;2014;1511;IS341;Sistem Basis Data;3;94;A
14110310036;2014;1511;IS512;Manajemen Proyek SI;3;84;A-
14110310036;2014;1511;UM163;Kewarganegaraan;2;83;A-
14110310036;2014;1521;EM604;Technopreneurship;2;70;B
14110310036;2014;1521;IS403;Enterprise Resource Planning;3;76;B+
14110310036;2014;1521;IS422;Analisis & Perancangan SI Lanjutan;3;90;A
14110310036;2014;1521;IS431;Pemrograman Visual;3;82;A-
14110310036;2014;1521;IS432;Pengantar E-Business;3;99;A
14110310036;2014;1521;IS442;Database Perusahaan;3;83;A-
14110310036;2014;1521;UM152;Agama;2;95;A
14110310036;2014;1611;EA410;Sistem Informasi Akuntansi Berbasis ICT 1;3;75;B+
14110310036;2014;1611;IF635;Pemrograman Web;3;81;A-
14110310036;2014;1611;IS513;E-Business;2;94;A
14110310036;2014;1611;IS534;Pemrograman Aplikasi Mobile;3;78;B+
14110310036;2014;1611;IS543;Sistem Pendukung Keputusan;3;81;A-
14110310036;2014;1611;IS544;Database Lanjutan;3;83;A-
14110310036;2014;1611;IS727;Topik Lanjut Sistem Informasi 2;3;87;A
14110310036;2014;1621;IS623;Proyek Sistem Informasi;4;90;A
14110310036;2014;1621;IS624;Topik Lanjut Sistem Informasi 1;3;100;A
14110310036;2014;1621;IS645;Administrasi Database 1;3;92;A
14110310036;2014;1621;IS652;Seminar Sistem Informasi;3;85;A
14110310036;2014;1621;IS660;Metode Riset Sistem Informasi;3;90;A
14110310036;2014;1621;IS670;Audit Sistem Informasi;3;90;A
14110310036;2014;1621;UM321;Bahasa Inggris 3;2;79;B+
14110310036;2014;1711;IS342;Analisis Data;3;77;B+
14110310036;2014;1711;IS725;Testing dan Implementasi SI;3;87;A
14110310036;2014;1711;IS726;Inovasi Teknologi Informasi;3;100;A
14110310036;2014;1711;IS747;Administrasi Database 2;3;93;A
14110310036;2014;1711;IS761;Skripsi 1;3;84;A-
14110310036;2014;1721;IS853;Magang Kerja;4;98;A
14110310036;2014;1721;IS862;Skripsi 2;3;94;A
14110310037;2014;1411;EM190;Pengantar Manajemen & Bisnis;3;79;B+
14110310037;2014;1411;EM372;Pengantar Ekonomi;2;60;C+
14110310037;2014;1411;IF110;Pengantar Teknologi Multimedia;3;77;B+
14110310037;2014;1411;IF140;Logika Pemrograman;3;97;A
14110310037;2014;1411;IS100;Sistem Informasi Dalam Manajemen;3;62;C+
14110310037;2014;1411;IS110;Matematika Bisnis;3;68;B-
14110310037;2014;1411;UM122;Bahasa Inggris 1;2;59;C
14110310037;2014;1411;UM152;Agama;2;78;B+
14110310037;2014;1411;UM162;Pancasila;2;81;A-
14110310037;2014;1421;IK402;Komunikasi Interpersonal;2;83;A-
14110310037;2014;1421;IS201;Proses Bisnis Korporat;3;63;C+
14110310037;2014;1421;IS220;Interaksi Manusia dan Komputer;3;88;A
14110310037;2014;1421;IS230;Algoritma dan Pemrograman;3;78;B+
14110310037;2014;1421;IS240;Probabilitas dan Statistik;3;60;C+
14110310037;2014;1421;IS250;Etika Bisnis dan Hukum;2;73;B
14110310037;2014;1421;IS251;Perilaku Organisasi;2;83;A-
14110310037;2014;1421;UM142;Bahasa Indonesia;2;71;B
14110310037;2014;1421;UM223;Bahasa Inggris 2;2;70;B
14110310037;2014;1511;CE441;Jaringan Komputer;3;72;B
14110310037;2014;1511;EA100;Pengantar Akuntansi 1;3;50;D
14110310037;2014;1511;IS302;Konsep Sistem Operasi;3;62;C+
14110310037;2014;1511;IS321;Analisis & Perancangan SI;3;96;A
14110310037;2014;1511;IS341;Sistem Basis Data;3;70;B
14110310037;2014;1511;IS512;Manajemen Proyek SI;3;84;A-
14110310037;2014;1511;UM163;Kewarganegaraan;2;74;B
14110310037;2014;1521;EM604;Technopreneurship;2;76;B+
14110310037;2014;1521;IS403;Enterprise Resource Planning;3;84;A-
14110310037;2014;1521;IS422;Analisis & Perancangan SI Lanjutan;3;83;A-
14110310037;2014;1521;IS431;Pemrograman Visual;3;66;B-
14110310037;2014;1521;IS432;Pengantar E-Business;3;86;A
14110310037;2014;1521;IS442;Database Perusahaan;3;80;A-
14110310037;2014;1521;IS652;Seminar Sistem Informasi;3;94;A
14110310037;2014;1611;EA410;Sistem Informasi Akuntansi Berbasis ICT 1;3;77;B+
14110310037;2014;1611;IF635;Pemrograman Web;3;67;B-
14110310037;2014;1611;IS513;E-Business;2;91;A
14110310037;2014;1611;IS534;Pemrograman Aplikasi Mobile;3;74;B
14110310037;2014;1611;IS543;Sistem Pendukung Keputusan;3;81;A-
14110310037;2014;1611;IS544;Database Lanjutan;3;55;C
14110310037;2014;1611;IS727;Topik Lanjut Sistem Informasi 2;3;71;B
14110310037;2014;1621;IS623;Proyek Sistem Informasi;4;76;B+
14110310037;2014;1621;IS624;Topik Lanjut Sistem Informasi 1;3;87;A
14110310037;2014;1621;IS645;Administrasi Database 1;3;89;A
14110310037;2014;1621;IS660;Metode Riset Sistem Informasi;3;99;A
14110310037;2014;1621;IS670;Audit Sistem Informasi;3;82;A-
14110310037;2014;1621;UM321;Bahasa Inggris 3;2;65;B-
14110310037;2014;1711;IS342;Analisis Data;3;65;B-
14110310037;2014;1711;IS725;Testing dan Implementasi SI;3;87;A
14110310037;2014;1711;IS726;Inovasi Teknologi Informasi;3;82;A-
14110310037;2014;1711;IS747;Administrasi Database 2;3;88;A
14110310037;2014;1711;IS761;Skripsi 1;3;82;A-
14110310037;2014;1711;IS853;Magang Kerja;4;93;A
14110310037;2014;1721;IS862;Skripsi 2;3;91;A
14110310038;2014;1411;EM190;Pengantar Manajemen & Bisnis;3;77;B+
14110310038;2014;1411;EM372;Pengantar Ekonomi;2;63;C+
14110310038;2014;1411;IF110;Pengantar Teknologi Multimedia;3;92;A
14110310038;2014;1411;IF140;Logika Pemrograman;3;94;A
14110310038;2014;1411;IS100;Sistem Informasi Dalam Manajemen;3;83;A-
14110310038;2014;1411;IS110;Matematika Bisnis;3;73;B
14110310038;2014;1411;UM122;Bahasa Inggris 1;2;90;A
14110310038;2014;1411;UM152;Agama;2;78;B+
14110310038;2014;1411;UM162;Pancasila;2;82;A-
14110310038;2014;1421;IK402;Komunikasi Interpersonal;2;90;A
14110310038;2014;1421;IS201;Proses Bisnis Korporat;3;60;C+
14110310038;2014;1421;IS220;Interaksi Manusia dan Komputer;3;83;A-
14110310038;2014;1421;IS230;Algoritma dan Pemrograman;3;91;A
14110310038;2014;1421;IS240;Probabilitas dan Statistik;3;75;B+
14110310038;2014;1421;IS250;Etika Bisnis dan Hukum;2;75;B+
14110310038;2014;1421;IS251;Perilaku Organisasi;2;91;A
14110310038;2014;1421;UM142;Bahasa Indonesia;2;83;A-
