TAHUN;SEMESTER;MATAKULIAH;PERTANYAAN;KETERANGAN;NILAI
2016;1621;IS645 Database Administration 1;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,82
2016;1621;IS645 Database Administration 1;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,71
2016;1621;IS645 Database Administration 1;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,64
2016;1621;IS645 Database Administration 1;7;Memberi review materi  perkuliahan sebelumnya;3,82
2016;1621;IS645 Database Administration 1;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,89
2016;1621;IS645 Database Administration 1;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,82
2016;1621;IS645 Database Administration 1;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,86
2016;1621;IS645 Database Administration 1;11;Kemampuan memotivasi semangat belajar mahasiswa;3,79
2016;1621;IS645 Database Administration 1;12;Kemampuan menerima kritik, saran dan pendapat;3,71
2016;1621;IS645 Database Administration 1;13;Fairness dalam memberikan penilaian;3,82
2016;1621;IS645 Database Administration 1;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,71
2016;1621;IS647 Data Mining;1;Kesiapan memberikan perkuliahan/praktikum;2,67
2016;1621;IS647 Data Mining;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,00
2016;1621;IS647 Data Mining;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,00
2016;1621;IS647 Data Mining;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,00
2016;1621;IS647 Data Mining;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,00
2016;1621;IS647 Data Mining;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,00
2016;1621;IS647 Data Mining;7;Memberi review materi  perkuliahan sebelumnya;3,00
2016;1621;IS647 Data Mining;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,00
2016;1621;IS647 Data Mining;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,00
2016;1621;IS647 Data Mining;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,00
2016;1621;IS647 Data Mining;11;Kemampuan memotivasi semangat belajar mahasiswa;2,83
2016;1621;IS647 Data Mining;12;Kemampuan menerima kritik, saran dan pendapat;3,00
2016;1621;IS647 Data Mining;13;Fairness dalam memberikan penilaian;3,00
2016;1621;IS647 Data Mining;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,00
2016;1621;IS652 Seminars on Information Systems;1;Kesiapan memberikan perkuliahan/praktikum;3,80
2016;1621;IS652 Seminars on Information Systems;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,80
2016;1621;IS652 Seminars on Information Systems;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,80
2016;1621;IS652 Seminars on Information Systems;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,80
2016;1621;IS652 Seminars on Information Systems;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,80
2016;1621;IS652 Seminars on Information Systems;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,80
2016;1621;IS652 Seminars on Information Systems;7;Memberi review materi  perkuliahan sebelumnya;3,80
2016;1621;IS652 Seminars on Information Systems;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,60
2016;1621;IS652 Seminars on Information Systems;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,80
2016;1621;IS652 Seminars on Information Systems;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,80
2016;1621;IS652 Seminars on Information Systems;11;Kemampuan memotivasi semangat belajar mahasiswa;3,80
2016;1621;IS652 Seminars on Information Systems;12;Kemampuan menerima kritik, saran dan pendapat;3,80
2016;1621;IS652 Seminars on Information Systems;13;Fairness dalam memberikan penilaian;3,80
2016;1621;IS652 Seminars on Information Systems;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,80
2016;1621;IS660 Information Systems Research Methodologies;1;Kesiapan memberikan perkuliahan/praktikum;3,78
2016;1621;IS660 Information Systems Research Methodologies;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,67
2016;1621;IS660 Information Systems Research Methodologies;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,78
2016;1621;IS660 Information Systems Research Methodologies;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,78
2016;1621;IS660 Information Systems Research Methodologies;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,89
2016;1621;IS660 Information Systems Research Methodologies;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,67
2016;1621;IS660 Information Systems Research Methodologies;7;Memberi review materi  perkuliahan sebelumnya;3,67
2016;1621;IS660 Information Systems Research Methodologies;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,89
2016;1621;IS660 Information Systems Research Methodologies;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,78
2016;1621;IS660 Information Systems Research Methodologies;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,89
2016;1621;IS660 Information Systems Research Methodologies;11;Kemampuan memotivasi semangat belajar mahasiswa;3,89
2016;1621;IS660 Information Systems Research Methodologies;12;Kemampuan menerima kritik, saran dan pendapat;3,78
2016;1621;IS660 Information Systems Research Methodologies;13;Fairness dalam memberikan penilaian;3,89
2016;1621;IS660 Information Systems Research Methodologies;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,89
2016;1621;IS670 Information System Auditing;1;Kesiapan memberikan perkuliahan/praktikum;3,71
2016;1621;IS670 Information System Auditing;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,86
2016;1621;IS670 Information System Auditing;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,71
2016;1621;IS670 Information System Auditing;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,86
2016;1621;IS670 Information System Auditing;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,86
2016;1621;IS670 Information System Auditing;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,71
2016;1621;IS670 Information System Auditing;7;Memberi review materi  perkuliahan sebelumnya;3,86
2016;1621;IS670 Information System Auditing;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,86
2016;1621;IS670 Information System Auditing;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,86
2016;1621;IS670 Information System Auditing;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,86
2016;1621;IS670 Information System Auditing;11;Kemampuan memotivasi semangat belajar mahasiswa;3,86
2016;1621;IS670 Information System Auditing;12;Kemampuan menerima kritik, saran dan pendapat;3,86
2016;1621;IS670 Information System Auditing;13;Fairness dalam memberikan penilaian;3,86
2016;1621;IS670 Information System Auditing;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,86
2016;1621;IS681 Enterprise Application and Systems 2;1;Kesiapan memberikan perkuliahan/praktikum;2,50
2016;1621;IS681 Enterprise Application and Systems 2;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;2,50
2016;1621;IS681 Enterprise Application and Systems 2;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;2,00
2016;1621;IS681 Enterprise Application and Systems 2;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,00
2016;1621;IS681 Enterprise Application and Systems 2;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,00
2016;1621;IS681 Enterprise Application and Systems 2;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,00
2016;1621;IS681 Enterprise Application and Systems 2;7;Memberi review materi  perkuliahan sebelumnya;2,50
2016;1621;IS681 Enterprise Application and Systems 2;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,00
2016;1621;IS681 Enterprise Application and Systems 2;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,00
2016;1621;IS681 Enterprise Application and Systems 2;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,00
2016;1621;IS681 Enterprise Application and Systems 2;11;Kemampuan memotivasi semangat belajar mahasiswa;2,50
2016;1621;IS681 Enterprise Application and Systems 2;12;Kemampuan menerima kritik, saran dan pendapat;3,00
2016;1621;IS681 Enterprise Application and Systems 2;13;Fairness dalam memberikan penilaian;3,00
2016;1621;IS681 Enterprise Application and Systems 2;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,00
2016;1621;IS726 Innovation in Information and Technology;1;Kesiapan memberikan perkuliahan/praktikum;3,50
2016;1621;IS726 Innovation in Information and Technology;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;4,00
2016;1621;IS726 Innovation in Information and Technology;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,50
2016;1621;IS726 Innovation in Information and Technology;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;4,00
2016;1621;IS726 Innovation in Information and Technology;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,50
2016;1621;IS726 Innovation in Information and Technology;6;Pemakaian buku teks sebagai buku utama perkuliahan;4,00
2016;1621;IS726 Innovation in Information and Technology;7;Memberi review materi  perkuliahan sebelumnya;4,00
2016;1621;IS726 Innovation in Information and Technology;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);4,00
2016;1621;IS726 Innovation in Information and Technology;9;Kejelasan menjawab pertanyaan /diskusi di kelas;4,00
2016;1621;IS726 Innovation in Information and Technology;10;Pemberian tugas/kuis serta pembahasannya di kelas;4,00
2016;1621;IS726 Innovation in Information and Technology;11;Kemampuan memotivasi semangat belajar mahasiswa;4,00
2016;1621;IS726 Innovation in Information and Technology;12;Kemampuan menerima kritik, saran dan pendapat;4,00
2016;1621;IS726 Innovation in Information and Technology;13;Fairness dalam memberikan penilaian;4,00
2016;1621;IS726 Innovation in Information and Technology;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;4,00
2017;1711;IS100 Management Information Systems;1;Kesiapan memberikan perkuliahan/praktikum;3,67
2017;1711;IS100 Management Information Systems;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,33
2017;1711;IS100 Management Information Systems;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,33
2017;1711;IS100 Management Information Systems;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,67
2017;1711;IS100 Management Information Systems;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,67
2017;1711;IS100 Management Information Systems;6;Pemakaian buku teks sebagai buku utama perkuliahan;2,33
2017;1711;IS100 Management Information Systems;7;Memberi review materi  perkuliahan sebelumnya;3,00
2017;1711;IS100 Management Information Systems;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,33
2017;1711;IS100 Management Information Systems;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,00
2017;1711;IS100 Management Information Systems;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,33
2017;1711;IS100 Management Information Systems;11;Kemampuan memotivasi semangat belajar mahasiswa;3,33
2017;1711;IS100 Management Information Systems;12;Kemampuan menerima kritik, saran dan pendapat;3,33
2017;1711;IS100 Management Information Systems;13;Fairness dalam memberikan penilaian;3,33
2017;1711;IS100 Management Information Systems;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,67
2017;1711;IS110 Business Mathematics;1;Kesiapan memberikan perkuliahan/praktikum;3,00
2017;1711;IS110 Business Mathematics;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,00
2017;1711;IS110 Business Mathematics;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,00
2017;1711;IS110 Business Mathematics;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,00
2017;1711;IS110 Business Mathematics;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,00
2017;1711;IS110 Business Mathematics;6;Pemakaian buku teks sebagai buku utama perkuliahan;4,00
2017;1711;IS110 Business Mathematics;7;Memberi review materi  perkuliahan sebelumnya;2,00
2017;1711;IS110 Business Mathematics;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,00
2017;1711;IS110 Business Mathematics;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,00
2017;1711;IS110 Business Mathematics;10;Pemberian tugas/kuis serta pembahasannya di kelas;4,00
2017;1711;IS110 Business Mathematics;11;Kemampuan memotivasi semangat belajar mahasiswa;2,00
2017;1711;IS110 Business Mathematics;12;Kemampuan menerima kritik, saran dan pendapat;3,00
2017;1711;IS110 Business Mathematics;13;Fairness dalam memberikan penilaian;3,00
2017;1711;IS110 Business Mathematics;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,00
2017;1711;IS544 Advanced Database;1;Kesiapan memberikan perkuliahan/praktikum;3,38
2017;1711;IS544 Advanced Database;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,50
2017;1711;IS544 Advanced Database;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,50
2017;1711;IS544 Advanced Database;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,38
2017;1711;IS544 Advanced Database;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,38
2017;1711;IS544 Advanced Database;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,50
2017;1711;IS544 Advanced Database;7;Memberi review materi  perkuliahan sebelumnya;3,38
2017;1711;IS544 Advanced Database;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,50
2017;1711;IS544 Advanced Database;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,38
2017;1711;IS544 Advanced Database;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,50
2017;1711;IS544 Advanced Database;11;Kemampuan memotivasi semangat belajar mahasiswa;3,38
2017;1711;IS544 Advanced Database;12;Kemampuan menerima kritik, saran dan pendapat;3,38
2017;1711;IS544 Advanced Database;13;Fairness dalam memberikan penilaian;3,50
2017;1711;IS544 Advanced Database;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,38
2017;1711;IS580 Enterprise Application and Systems 1;1;Kesiapan memberikan perkuliahan/praktikum;4,00
2017;1711;IS580 Enterprise Application and Systems 1;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;4,00
2017;1711;IS580 Enterprise Application and Systems 1;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;4,00
2017;1711;IS580 Enterprise Application and Systems 1;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;4,00
2017;1711;IS580 Enterprise Application and Systems 1;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;4,00
2017;1711;IS580 Enterprise Application and Systems 1;6;Pemakaian buku teks sebagai buku utama perkuliahan;4,00
2017;1711;IS580 Enterprise Application and Systems 1;7;Memberi review materi  perkuliahan sebelumnya;4,00
2017;1711;IS580 Enterprise Application and Systems 1;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);4,00
2017;1711;IS580 Enterprise Application and Systems 1;9;Kejelasan menjawab pertanyaan /diskusi di kelas;4,00
2017;1711;IS580 Enterprise Application and Systems 1;10;Pemberian tugas/kuis serta pembahasannya di kelas;4,00
2017;1711;IS580 Enterprise Application and Systems 1;11;Kemampuan memotivasi semangat belajar mahasiswa;4,00
2017;1711;IS580 Enterprise Application and Systems 1;12;Kemampuan menerima kritik, saran dan pendapat;4,00
2017;1711;IS580 Enterprise Application and Systems 1;13;Fairness dalam memberikan penilaian;4,00
2017;1711;IS580 Enterprise Application and Systems 1;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;4,00
2017;1711;IS782 Enterprise Application and Systems 3;1;Kesiapan memberikan perkuliahan/praktikum;3,00
2017;1711;IS782 Enterprise Application and Systems 3;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,50
2017;1711;IS782 Enterprise Application and Systems 3;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,00
2017;1711;IS782 Enterprise Application and Systems 3;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,00
2017;1711;IS782 Enterprise Application and Systems 3;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,00
2017;1711;IS782 Enterprise Application and Systems 3;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,50
2017;1711;IS782 Enterprise Application and Systems 3;7;Memberi review materi  perkuliahan sebelumnya;3,50
2017;1711;IS782 Enterprise Application and Systems 3;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,50
2017;1711;IS782 Enterprise Application and Systems 3;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,00
2017;1711;IS782 Enterprise Application and Systems 3;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,00
2017;1711;IS782 Enterprise Application and Systems 3;11;Kemampuan memotivasi semangat belajar mahasiswa;4,00
2017;1711;IS782 Enterprise Application and Systems 3;12;Kemampuan menerima kritik, saran dan pendapat;3,00
2017;1711;IS782 Enterprise Application and Systems 3;13;Fairness dalam memberikan penilaian;3,00
2017;1711;IS782 Enterprise Application and Systems 3;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;4,00
2017;1721;IS201 Corporate Business Processes;1;Kesiapan memberikan perkuliahan/praktikum;3,43
2017;1721;IS201 Corporate Business Processes;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,40
2017;1721;IS201 Corporate Business Processes;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,40
2017;1721;IS201 Corporate Business Processes;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,46
2017;1721;IS201 Corporate Business Processes;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,42
2017;1721;IS201 Corporate Business Processes;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,22
2017;1721;IS201 Corporate Business Processes;7;Memberi review materi  perkuliahan sebelumnya;3,38
2017;1721;IS201 Corporate Business Processes;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,41
2017;1721;IS201 Corporate Business Processes;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,35
2017;1721;IS201 Corporate Business Processes;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,36
2017;1721;IS201 Corporate Business Processes;11;Kemampuan memotivasi semangat belajar mahasiswa;3,38
2017;1721;IS201 Corporate Business Processes;12;Kemampuan menerima kritik, saran dan pendapat;3,33
2017;1721;IS201 Corporate Business Processes;13;Fairness dalam memberikan penilaian;3,37
2017;1721;IS201 Corporate Business Processes;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,37
2017;1721;IS220 Human and Computer Interaction;1;Kesiapan memberikan perkuliahan/praktikum;3,30
2017;1721;IS220 Human and Computer Interaction;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,16
2017;1721;IS220 Human and Computer Interaction;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,21
2017;1721;IS220 Human and Computer Interaction;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,21
2017;1721;IS220 Human and Computer Interaction;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,26
2017;1721;IS220 Human and Computer Interaction;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,18
2017;1721;IS220 Human and Computer Interaction;7;Memberi review materi  perkuliahan sebelumnya;3,31
2017;1721;IS220 Human and Computer Interaction;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,25
2017;1721;IS220 Human and Computer Interaction;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,23
2017;1721;IS220 Human and Computer Interaction;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,18
2017;1721;IS220 Human and Computer Interaction;11;Kemampuan memotivasi semangat belajar mahasiswa;3,21
2017;1721;IS220 Human and Computer Interaction;12;Kemampuan menerima kritik, saran dan pendapat;3,19
2017;1721;IS220 Human and Computer Interaction;13;Fairness dalam memberikan penilaian;3,13
2017;1721;IS220 Human and Computer Interaction;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,26
2017;1721;IS228 Supply Chain Management;1;Kesiapan memberikan perkuliahan/praktikum;3,50
2017;1721;IS228 Supply Chain Management;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,46
2017;1721;IS228 Supply Chain Management;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,50
2017;1721;IS228 Supply Chain Management;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,42
2017;1721;IS228 Supply Chain Management;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,46
2017;1721;IS228 Supply Chain Management;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,54
2017;1721;IS228 Supply Chain Management;7;Memberi review materi  perkuliahan sebelumnya;3,46
2017;1721;IS228 Supply Chain Management;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,46
2017;1721;IS228 Supply Chain Management;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,50
2017;1721;IS228 Supply Chain Management;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,46
2017;1721;IS228 Supply Chain Management;11;Kemampuan memotivasi semangat belajar mahasiswa;3,50
2017;1721;IS228 Supply Chain Management;12;Kemampuan menerima kritik, saran dan pendapat;3,46
2017;1721;IS228 Supply Chain Management;13;Fairness dalam memberikan penilaian;3,50
2017;1721;IS228 Supply Chain Management;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,46
2017;1721;IS230 Algorithms and Programming;1;Kesiapan memberikan perkuliahan/praktikum;3,25
2017;1721;IS230 Algorithms and Programming;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,20
2017;1721;IS230 Algorithms and Programming;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,23
2017;1721;IS230 Algorithms and Programming;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,22
2017;1721;IS230 Algorithms and Programming;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,22
2017;1721;IS230 Algorithms and Programming;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,08
2017;1721;IS230 Algorithms and Programming;7;Memberi review materi  perkuliahan sebelumnya;3,18
2017;1721;IS230 Algorithms and Programming;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,26
2017;1721;IS230 Algorithms and Programming;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,21
2017;1721;IS230 Algorithms and Programming;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,24
2017;1721;IS230 Algorithms and Programming;11;Kemampuan memotivasi semangat belajar mahasiswa;3,03
2017;1721;IS230 Algorithms and Programming;12;Kemampuan menerima kritik, saran dan pendapat;3,18
2017;1721;IS230 Algorithms and Programming;13;Fairness dalam memberikan penilaian;3,08
2017;1721;IS230 Algorithms and Programming;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,26
2017;1721;IS240 Probability and Statistic;1;Kesiapan memberikan perkuliahan/praktikum;3,46
2017;1721;IS240 Probability and Statistic;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,39
2017;1721;IS240 Probability and Statistic;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,45
2017;1721;IS240 Probability and Statistic;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,41
2017;1721;IS240 Probability and Statistic;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,48
2017;1721;IS240 Probability and Statistic;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,38
2017;1721;IS240 Probability and Statistic;7;Memberi review materi  perkuliahan sebelumnya;3,42
2017;1721;IS240 Probability and Statistic;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,46
2017;1721;IS240 Probability and Statistic;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,37
2017;1721;IS240 Probability and Statistic;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,45
2017;1721;IS240 Probability and Statistic;11;Kemampuan memotivasi semangat belajar mahasiswa;3,37
2017;1721;IS240 Probability and Statistic;12;Kemampuan menerima kritik, saran dan pendapat;3,39
2017;1721;IS240 Probability and Statistic;13;Fairness dalam memberikan penilaian;3,45
2017;1721;IS240 Probability and Statistic;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,46
2017;1721;IS250 Business Ethics and Law;1;Kesiapan memberikan perkuliahan/praktikum;3,36
2017;1721;IS250 Business Ethics and Law;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,38
2017;1721;IS250 Business Ethics and Law;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,41
2017;1721;IS250 Business Ethics and Law;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,41
2017;1721;IS250 Business Ethics and Law;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,34
2017;1721;IS250 Business Ethics and Law;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,25
2017;1721;IS250 Business Ethics and Law;7;Memberi review materi  perkuliahan sebelumnya;3,29
2017;1721;IS250 Business Ethics and Law;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,38
2017;1721;IS250 Business Ethics and Law;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,38
2017;1721;IS250 Business Ethics and Law;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,34
2017;1721;IS250 Business Ethics and Law;11;Kemampuan memotivasi semangat belajar mahasiswa;3,36
2017;1721;IS250 Business Ethics and Law;12;Kemampuan menerima kritik, saran dan pendapat;3,29
2017;1721;IS250 Business Ethics and Law;13;Fairness dalam memberikan penilaian;3,34
2017;1721;IS250 Business Ethics and Law;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,38
2017;1721;IS251 Organizational Behavior;1;Kesiapan memberikan perkuliahan/praktikum;3,61
2017;1721;IS251 Organizational Behavior;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,63
2017;1721;IS251 Organizational Behavior;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,60
2017;1721;IS251 Organizational Behavior;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,67
2017;1721;IS251 Organizational Behavior;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,65
2017;1721;IS251 Organizational Behavior;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,61
2017;1721;IS251 Organizational Behavior;7;Memberi review materi  perkuliahan sebelumnya;3,54
2017;1721;IS251 Organizational Behavior;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,61
2017;1721;IS251 Organizational Behavior;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,65
2017;1721;IS251 Organizational Behavior;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,65
2017;1721;IS251 Organizational Behavior;11;Kemampuan memotivasi semangat belajar mahasiswa;3,65
